Date,Transgene,Treatment,Time,Abundance_mean
21/08/2018,Cp4-EPSPS,Control,1,0.571428571
21/08/2018,Cp4-EPSPS,Control,2,0.428571429
21/08/2018,Cp4-EPSPS,Induction,1,0.571428571
21/08/2018,Cp4-EPSPS,Induction,2,0.714285714
22/08/2018,Cp4-EPSPS,Control,1,0.571428571
22/08/2018,Cp4-EPSPS,Control,2,0.285714286
22/08/2018,Cp4-EPSPS,Induction,1,0
22/08/2018,Cp4-EPSPS,Induction,2,1
